"DOCUMENT_TYPE","FILER_NAME","FILER_CIK","FILING_INTERVAL","FILING_DATE","MENTIONED_FINANCIAL_ENTITY","PP_RSSD_ID","ROLE","THREE_SENTENCES","RATING_EXPERT_10","COMMENT_EXPERT_10","RATING_EXPERT_2","COMMENT_EXPERT_2","RATING_EXPERT_1","COMMENT_EXPERT_1"
"10-K","JPMORGAN CHASE & CO","19617","2015-FY","2/23/2016","Bear Stearns","","trustees","Private label securitizations The liability related to repurchase demands associated with private label securitizations is separately evaluated by  the Firm in establishing its litigation reserves.   JPMorgan Chase & Co./2015 Annual Report   293 Notes to consolidated financial statements On November 15, 2013,  the Firm announced that it had reached a   $4.5 billion   agreement with   21   major institutional investors to make a binding offer to the trustees of   330  residential mortgage-backed securities trusts issued by J.P.Morgan, Chase, and Bear Stearns (“RMBS Trust Settlement”) to resolve all representation and warranty claims, as well as all servicing claims, on all trusts issued by J.P. Morgan, Chase, and Bear Stearns between 2005 and 2008. For further information see Note 31 .","","","Highly relevant","0.1.-1 (Bear Stearns is not in the role of trustees)","Highly relevant",""
"10-K","JPMORGAN CHASE & CO","19617","2015-FY","2/23/2016","J.P. Morgan","","trustees","Private label securitizations The liability related to repurchase demands associated with private label securitizations is separately evaluated by  the Firm in establishing its litigation reserves.   JPMorgan Chase & Co./2015 Annual Report   293 Notes to consolidated financial statements On November 15, 2013,  the Firm announced that it had reached a   $4.5 billion   agreement with   21   major institutional investors to make a binding offer to the trustees of   330  residential mortgage-backed securities trusts issued by J.P.Morgan, Chase, and Bear Stearns (“RMBS Trust Settlement”) to resolve all representation and warranty claims, as well as all servicing claims, on all trusts issued by J.P. Morgan, Chase, and Bear Stearns between 2005 and 2008. For further information see Note 31 .","","","Highly relevant","0.1.-1 (JP Morgan is not in the role of trustees)","Highly relevant",""
"10-K","JPMORGAN CHASE & CO","19617","2015-FY","2/23/2016","Fannie Mae","","servicer","In nonrecourse servicing, the principal credit risk to  the Firm is the cost of temporary servicing advances of funds (i.e., normal servicing advances). In recourse servicing, the servicer agrees to share credit risk with the owner of the mortgage loans, such as Fannie Mae or Freddie Mac or a private investor, insurer or guarantor. Losses on recourse servicing predominantly occur when foreclosure sales proceeds of the property underlying a defaulted loan are less than the sum of the outstanding principal balance, plus accrued interest on the loan and the cost of holding and disposing of the underlying property.","","","Neutral","0.0.0 (Fannie Mae is not in the role of servicer)","Neutral","Description of Non-recourse financing"
"10-K","JPMORGAN CHASE & CO","19617","2015-FY","2/23/2016","Freddie Mac","","servicer","In nonrecourse servicing, the principal credit risk to  the Firm is the cost of temporary servicing advances of funds (i.e., normal servicing advances). In recourse servicing, the servicer agrees to share credit risk with the owner of the mortgage loans, such as Fannie Mae or Freddie Mac or a private investor, insurer or guarantor. Losses on recourse servicing predominantly occur when foreclosure sales proceeds of the property underlying a defaulted loan are less than the sum of the outstanding principal balance, plus accrued interest on the loan and the cost of holding and disposing of the underlying property.","","","Neutral","0.0.0 (Freddie Mac is not in the role of servicer)","Neutral","Description of Non-recourse financing"
"10-K","JPMORGAN CHASE & CO","19617","2015-FY","2/23/2016","General Motors Corporation","","Agent","General Motors Litigation. JPMorgan Chase Bank, N.A. participated in, and was the Administrative Agent on behalf of a syndicate of lenders on, a $1.5 billion  syndicated Term Loan facility (“Term Loan”) for General Motors Corporation (“GM”). In July 2009, in connection with the GM bankruptcy proceedings, the Official Committee of Unsecured Creditors of Motors Liquidation Company (“Creditors Committee”) filed a lawsuit against JPMorgan Chase Bank, N.A., in its individual capacity and as Administrative Agent for other lenders on the Term Loan, seeking to hold the underlying lien invalid based on the filing of a UCC-3 termination statement relating to the Term Loan.","","","Relevant","0.1.1 (General Motors Corporation is not in the role of Agent). Qualified role names: Administrative Agent","Highly relevant",""
"10-K","JPMORGAN CHASE & CO","19617","2015-FY","2/23/2016","JPMorgan Chase Bank, N.A.","","Agent","JPMorgan Chase Bank, N.A. participated in, and was the Administrative Agent on behalf of a syndicate of lenders on, a $1.5 billion  syndicated Term Loan facility (“Term Loan”) for General Motors Corporation (“GM”). In July 2009, in connection with the GM bankruptcy proceedings, the Official Committee of Unsecured Creditors of Motors Liquidation Company (“Creditors Committee”) filed a lawsuit against JPMorgan Chase Bank, N.A., in its individual capacity and as Administrative Agent for other lenders on the Term Loan, seeking to hold the underlying lien invalid based on the filing of a UCC-3 termination statement relating to the Term Loan. In March 2013, the Bankruptcy Court granted JPMorgan Chase Bank, N.A.’s motion for summary judgment and dismissed the Creditors Committee’s complaint on the grounds that JPMorgan Chase Bank, N.A. did not authorize the filing of the UCC-3 termination statement at issue.","","","Highly relevant","1.1.1. Qualified role names: Administrative Agent","Highly relevant",""
"10-K","JPMORGAN CHASE & CO","19617","2015-FY","2/23/2016","Washington Mutual","","affiliates","In the Bankruptcy Court proceedings, LBHI and several of its subsidiaries that had been Chapter 11 debtors had filed a separate complaint and objection to derivatives claims asserted by the Firm alleging that the amount of the derivatives claims had been overstated and challenging certain set-offs taken by JPMorgan Chase entities to recover on the claims. In January 2015, LBHI filed claims objections with respect to guaranty claims asserted by the Firm arising from close-outs of derivatives transactions with LBI and one of its affiliates, and a claim objection with respect to derivatives close-out claims acquired by the Firm in the Washington Mutual transaction. In January 2016, the parties reached an agreement, approved by the Bankruptcy Court, under which the Firm will pay $1.42 billion  to settle all of the claims, counterclaims and claims objections, including all appeal rights, except for the claims specified in the following paragraph.","","","Highly relevant","1.1.1 (Washington Mutual is not in the role of affiliates)","Highly relevant",""
"10-K","JPMORGAN CHASE & CO","19617","2015-FY","2/23/2016","Bear Stearns","","affiliates","Mortgage-Backed Securities and Repurchase Litigation and Related Regulatory Investigations. The Firm and affiliates (together, “JPMC”), Bear Stearns and affiliates (together, “Bear Stearns”) and certain Washington Mutual affiliates (together, “Washington Mutual”) have been named as defendants in a number of cases in their various roles in offerings of mortgage-backed securities (“MBS”). These cases include actions by individual MBS purchasers and actions by monoline insurance companies that guaranteed payments of principal and interest for particular tranches of MBS offerings.","","","Relevant","0.1.1","Highly relevant","Note: JPMorgan absorbed Bear Stearns (with govt. guanantees)"
"10-K","JPMORGAN CHASE & CO","19617","2015-FY","2/23/2016","Bear Stearns","","affiliates","Mortgage-Backed Securities and Repurchase Litigation and Related Regulatory Investigations. The Firm and affiliates (together, “JPMC”), Bear Stearns and affiliates (together, “Bear Stearns”) and certain Washington Mutual affiliates (together, “Washington Mutual”) have been named as defendants in a number of cases in their various roles in offerings of mortgage-backed securities (“MBS”). These cases include actions by individual MBS purchasers and actions by monoline insurance companies that guaranteed payments of principal and interest for particular tranches of MBS offerings.","","","Relevant","0.1.1","Highly relevant","JPMorgan aslo absorbed WaMu"
"10-K","JPMORGAN CHASE & CO","19617","2015-FY","2/23/2016","Washington Mutual","","affiliates","Mortgage-Backed Securities and Repurchase Litigation and Related Regulatory Investigations. The Firm and affiliates (together, “JPMC”), Bear Stearns and affiliates (together, “Bear Stearns”) and certain Washington Mutual affiliates (together, “Washington Mutual”) have been named as defendants in a number of cases in their various roles in offerings of mortgage-backed securities (“MBS”). These cases include actions by individual MBS purchasers and actions by monoline insurance companies that guaranteed payments of principal and interest for particular tranches of MBS offerings.","","","Relevant","0.1.1","Highly relevant",""
"10-K","JPMORGAN CHASE & CO","19617","2015-FY","2/23/2016","Washington Mutual","","affiliates","Mortgage-Backed Securities and Repurchase Litigation and Related Regulatory Investigations. The Firm and affiliates (together, “JPMC”), Bear Stearns and affiliates (together, “Bear Stearns”) and certain Washington Mutual affiliates (together, “Washington Mutual”) have been named as defendants in a number of cases in their various roles in offerings of mortgage-backed securities (“MBS”). These cases include actions by individual MBS purchasers and actions by monoline insurance companies that guaranteed payments of principal and interest for particular tranches of MBS offerings.","","","Relevant","0.1.1","Highly relevant",""
"10-K","JPMORGAN CHASE & CO","19617","2015-FY","2/23/2016","Bear Stearns","","issuer","These cases include actions by individual MBS purchasers and actions by monoline insurance companies that guaranteed payments of principal and interest for particular tranches of MBS offerings. Following the settlements referred to below, there are currently pending and tolled investor claims involving MBS with an original principal balance of approximately $4.2 billion , of which $2.6 billion  involves JPMC, Bear Stearns or Washington Mutual as issuer and $1.6 billion  involves JPMC, Bear Stearns or Washington Mutual solely as underwriter. The Firm and certain of its current and former officers and Board members have also been sued in shareholder derivative actions relating to the Firm’s MBS activities, and trustees have asserted or have threatened to assert claims that loans in securitization trusts should be repurchased.","","","Relevant","1.1.1","Highly relevant",""
"10-K","JPMORGAN CHASE & CO","19617","2015-FY","2/23/2016","Washington Mutual","","issuer","These cases include actions by individual MBS purchasers and actions by monoline insurance companies that guaranteed payments of principal and interest for particular tranches of MBS offerings. Following the settlements referred to below, there are currently pending and tolled investor claims involving MBS with an original principal balance of approximately $4.2 billion , of which $2.6 billion  involves JPMC, Bear Stearns or Washington Mutual as issuer and $1.6 billion  involves JPMC, Bear Stearns or Washington Mutual solely as underwriter. The Firm and certain of its current and former officers and Board members have also been sued in shareholder derivative actions relating to the Firm’s MBS activities, and trustees have asserted or have threatened to assert claims that loans in securitization trusts should be repurchased.","","","Relevant","1.1.1","Highly relevant",""
"10-K","JPMORGAN CHASE & CO","19617","2015-FY","2/23/2016","Bear Stearns","","underwriter","These cases include actions by individual MBS purchasers and actions by monoline insurance companies that guaranteed payments of principal and interest for particular tranches of MBS offerings. Following the settlements referred to below, there are currently pending and tolled investor claims involving MBS with an original principal balance of approximately $4.2 billion , of which $2.6 billion  involves JPMC, Bear Stearns or Washington Mutual as issuer and $1.6 billion  involves JPMC, Bear Stearns or Washington Mutual solely as underwriter. The Firm and certain of its current and former officers and Board members have also been sued in shareholder derivative actions relating to the Firm’s MBS activities, and trustees have asserted or have threatened to assert claims that loans in securitization trusts should be repurchased.","","","Relevant","1.1.1","Highly relevant",""
"10-K","JPMORGAN CHASE & CO","19617","2015-FY","2/23/2016","Washington Mutual","","underwriter","These cases include actions by individual MBS purchasers and actions by monoline insurance companies that guaranteed payments of principal and interest for particular tranches of MBS offerings. Following the settlements referred to below, there are currently pending and tolled investor claims involving MBS with an original principal balance of approximately $4.2 billion , of which $2.6 billion  involves JPMC, Bear Stearns or Washington Mutual as issuer and $1.6 billion  involves JPMC, Bear Stearns or Washington Mutual solely as underwriter. The Firm and certain of its current and former officers and Board members have also been sued in shareholder derivative actions relating to the Firm’s MBS activities, and trustees have asserted or have threatened to assert claims that loans in securitization trusts should be repurchased.","","","Relevant","1.1.1","Highly relevant",""
"10-K","JPMORGAN CHASE & CO","19617","2015-FY","2/23/2016","Bear Stearns","","issuers","Issuer Litigation – Individual Purchaser Actions . The Firm is defending individual actions brought against JPMC, Bear Stearns and Washington Mutual as MBS issuers (and, in some cases, also as underwriters of their own MBS offerings). The Firm has settled a number of these actions.","","","Neutral","0.0.0","Highly relevant","relates to pending litigation"
"10-K","JPMORGAN CHASE & CO","19617","2015-FY","2/23/2016","Washington Mutual","","issuers","Issuer Litigation – Individual Purchaser Actions . The Firm is defending individual actions brought against JPMC, Bear Stearns and Washington Mutual as MBS issuers (and, in some cases, also as underwriters of their own MBS offerings). The Firm has settled a number of these actions.","","","Neutral","0.0.0","Highly relevant","relates to pending litigation"
"10-K","JPMORGAN CHASE & CO","19617","2015-FY","2/23/2016","Bear Stearns","","insurer","Monoline Insurer Litigation . The Firm has settled two  pending actions relating to a monoline insurer’s guarantees of principal and interest on certain classes of 11  different Bear Stearns MBS offerings. This settlement fully resolves all pending actions by monoline insurers against the Firm relating to RMBS issued and/or sponsored by the Firm.","Relevant","","","Bear Stearns is not in the role of insurer","Relevant","settled litigation"
"10-K","JPMORGAN CHASE & CO","19617","2015-FY","2/23/2016","JPMorgan Chase & Co.","","trustees","Repurchase Litigation . The Firm is defending a number of actions brought by trustees, securities administrators or 300   JPMorgan Chase & Co./2015 Annual Report master servicers of various MBS trusts on behalf of purchasers of securities issued by those trusts. These cases generally allege breaches of various representations and warranties regarding securitized loans and seek repurchase of those loans or equivalent monetary relief, as well as indemnification of attorneys’ fees and costs and other remedies.","Relevant","","","JP Morgan Chase & Co is not in the role of trustees","Highly relevant","relates to pending litigation"
"10-K","JPMORGAN CHASE & CO","19617","2015-FY","2/23/2016","Deutsche Bank National Trust Company","","trustee","These cases generally allege breaches of various representations and warranties regarding securitized loans and seek repurchase of those loans or equivalent monetary relief, as well as indemnification of attorneys’ fees and costs and other remedies. Deutsche Bank National Trust Company, acting as trustee for various MBS trusts, has filed such a suit against JPMorgan Chase Bank, N.A. and the Federal Deposit Insurance Corporation (the “FDIC”) in connection with a significant number of MBS issued by Washington Mutual; that case is described in the Washington Mutual Litigations section below. Other repurchase actions, each specific to one  or more MBS transactions issued by JPMC and/or Bear Stearns, are in various stages of litigation.","","","Relevant","0.1.0","Highly relevant","relates to pending litigation"
"10-K","JPMORGAN CHASE & CO","19617","2015-FY","2/23/2016","JPMorgan Chase Bank, N.A.","","trustee","These cases generally allege breaches of various representations and warranties regarding securitized loans and seek repurchase of those loans or equivalent monetary relief, as well as indemnification of attorneys’ fees and costs and other remedies. Deutsche Bank National Trust Company, acting as trustee for various MBS trusts, has filed such a suit against JPMorgan Chase Bank, N.A. and the Federal Deposit Insurance Corporation (the “FDIC”) in connection with a significant number of MBS issued by Washington Mutual; that case is described in the Washington Mutual Litigations section below. Other repurchase actions, each specific to one  or more MBS transactions issued by JPMC and/or Bear Stearns, are in various stages of litigation.","","","Relevant","0.1.0 (JPMorgan Chase Bank is not in the role of trustee)","Highly relevant","relates to pending litigation"
"10-K","JPMORGAN CHASE & CO","19617","2015-FY","2/23/2016","Federal Deposit Insurance Corporation","","trustee","These cases generally allege breaches of various representations and warranties regarding securitized loans and seek repurchase of those loans or equivalent monetary relief, as well as indemnification of attorneys’ fees and costs and other remedies. Deutsche Bank National Trust Company, acting as trustee for various MBS trusts, has filed such a suit against JPMorgan Chase Bank, N.A. and the Federal Deposit Insurance Corporation (the “FDIC”) in connection with a significant number of MBS issued by Washington Mutual; that case is described in the Washington Mutual Litigations section below. Other repurchase actions, each specific to one  or more MBS transactions issued by JPMC and/or Bear Stearns, are in various stages of litigation.","","","Relevant","0.1.0 (Federal Deposit Insurance Corporation is not in the role of trustee)","Highly relevant","relates to pending litigation"
"10-K","JPMORGAN CHASE & CO","19617","2015-FY","2/23/2016","Washington Mutual","","trustee","These cases generally allege breaches of various representations and warranties regarding securitized loans and seek repurchase of those loans or equivalent monetary relief, as well as indemnification of attorneys’ fees and costs and other remedies. Deutsche Bank National Trust Company, acting as trustee for various MBS trusts, has filed such a suit against JPMorgan Chase Bank, N.A. and the Federal Deposit Insurance Corporation (the “FDIC”) in connection with a significant number of MBS issued by Washington Mutual; that case is described in the Washington Mutual Litigations section below. Other repurchase actions, each specific to one  or more MBS transactions issued by JPMC and/or Bear Stearns, are in various stages of litigation.","","","Relevant","0.1.0 (Washington Mutual is not in the role of trustee)","Highly relevant","relates to pending litigation"
"10-K","JPMORGAN CHASE & CO","19617","2015-FY","2/23/2016","Washington Mutual","","trustee","These cases generally allege breaches of various representations and warranties regarding securitized loans and seek repurchase of those loans or equivalent monetary relief, as well as indemnification of attorneys’ fees and costs and other remedies. Deutsche Bank National Trust Company, acting as trustee for various MBS trusts, has filed such a suit against JPMorgan Chase Bank, N.A. and the Federal Deposit Insurance Corporation (the “FDIC”) in connection with a significant number of MBS issued by Washington Mutual; that case is described in the Washington Mutual Litigations section below. Other repurchase actions, each specific to one  or more MBS transactions issued by JPMC and/or Bear Stearns, are in various stages of litigation.","","","Relevant","0.1.0 (Washington Mutual is not in the role of trustee)","Highly relevant","Note: Deutsche Bank National Trust is the trustee.  They are suing WaMu (now JPMorgan)"
"10-K","JPMORGAN CHASE & CO","19617","2015-FY","2/23/2016","Bear Stearns","","trustees","Other repurchase actions, each specific to one  or more MBS transactions issued by JPMC and/or Bear Stearns, are in various stages of litigation. In addition, the Firm and a group of 21  institutional MBS investors made a binding offer to the trustees of MBS issued by JPMC and Bear Stearns providing for the payment of $4.5 billion  and the implementation of certain servicing changes by JPMC, to resolve all repurchase and servicing claims that have been asserted or could have been asserted with respect to 330  MBS trusts created between 2005 and 2008. The offer does not resolve claims relating to Washington Mutual MBS.","","","Relevant","0.1.1 (Bear Stearns is not in the role of trustees)","Highly relevant","relates to pending litigation"
"10-K","JPMORGAN CHASE & CO","19617","2015-FY","2/23/2016","New York","","trustees","The trustees (or separate and successor trustees) for this group of 330  trusts have accepted the settlement for 319  trusts in whole or in part and excluded from the settlement 16  trusts in whole or in part. The trustees’ acceptance is subject to a judicial approval proceeding initiated by the trustees and pending in New York state court. The judicial approval hearing was held in January 2016, and the parties are awaiting a decision.","","","Neutral","0.0.0 (New York is not in the role of trustees; too much context is missing)","Relevant","settled litigation"
"10-K","JPMORGAN CHASE & CO","19617","2015-FY","2/23/2016","Bear Stearns","","trustees","The trustees are seeking to obtain certain remaining approvals necessary to effectuate these settlements. Additional actions have been filed against third-party trustees that relate to loan repurchase and servicing claims involving trusts sponsored by JPMC, Bear Stearns and Washington Mutual. Derivative Actions .","","","Relevant","-1.-1.-1 (Bear Stearns is not in the role of trustees)","Relevant","pending settlement of litigaiton"
"10-K","JPMORGAN CHASE & CO","19617","2015-FY","2/23/2016","Washington Mutual","","trustees","The trustees are seeking to obtain certain remaining approvals necessary to effectuate these settlements. Additional actions have been filed against third-party trustees that relate to loan repurchase and servicing claims involving trusts sponsored by JPMC, Bear Stearns and Washington Mutual. Derivative Actions .","","","Relevant","-1.-1.-1 (Washington Mutual is not in the role of trustees)","Relevant","pending settlement of litigaiton"
"10-K","JPMORGAN CHASE & CO","19617","2015-FY","2/23/2016","JPMorgan Chase & Co.","","Trustee","In March 2015, JPMorgan Chase Bank, N.A entered into a settlement agreement with the Executive Office for United States Bankruptcy Trustees and the United States Trustee Program (collectively, the “Bankruptcy Trustee”) to resolve issues relating to mortgage payment change notices and escrow statements in bankruptcy proceedings. In January 2016, the OCC determined that, among other things, the mortgage payment change notices issues that were the subject of the settlement with the Bankruptcy Trustee violated the 2011 mortgage servicing-related consent order JPMorgan Chase & Co./2015 Annual Report   301 Notes to consolidated financial statements entered into by JPMorgan Chase Bank, N.A. and the OCC (as amended in 2013 and 2015), and assessed a $48 million  civil money penalty. The OCC concurrently terminated that consent order.","","","Highly relevant","1.1.0 (JPMorgan Chase & Co. is not in the role of Trustee). Qualified role names: Bankruptcy Trustee","Highly relevant","Violation of consent order"
"10-K","JPMORGAN CHASE & CO","19617","2015-FY","2/23/2016","JPMorgan Chase Bank, N.A.","","Trustee","In March 2015, JPMorgan Chase Bank, N.A entered into a settlement agreement with the Executive Office for United States Bankruptcy Trustees and the United States Trustee Program (collectively, the “Bankruptcy Trustee”) to resolve issues relating to mortgage payment change notices and escrow statements in bankruptcy proceedings. In January 2016, the OCC determined that, among other things, the mortgage payment change notices issues that were the subject of the settlement with the Bankruptcy Trustee violated the 2011 mortgage servicing-related consent order JPMorgan Chase & Co./2015 Annual Report   301 Notes to consolidated financial statements entered into by JPMorgan Chase Bank, N.A. and the OCC (as amended in 2013 and 2015), and assessed a $48 million  civil money penalty. The OCC concurrently terminated that consent order.","","","Highly relevant","1.1.0 (JPMorgan Chase Bank, N.A. is not in the role of Trustee). Qualified role names: Bankruptcy Trustee","Highly relevant","Violation of consent order"
"10-K","JPMORGAN CHASE & CO","19617","2015-FY","2/23/2016","JPMorgan Chase","","agent","Proprietary Products Investigations and Litigation.  In December 2015, JPMorgan Chase Bank, N.A. and J.P. Morgan Securities LLC agreed to a settlement with the SEC, and JPMorgan Chase Bank, N.A. agreed to a settlement with the CFTC, regarding disclosures to clients concerning conflicts associated with the Firm’s sale and use of proprietary products, such as J.P. Morgan mutual funds, in the Firm’s wealth management businesses, and the U.S.   Private Bank’s disclosures concerning the use of hedge funds that pay placement agent fees to JPMorgan Chase broker-dealer affiliates. As part of the settlements, JPMorgan Chase Bank, N.A. and J.P. Morgan Securities LLC paid penalties, disgorgement and interest totaling approximately $307 million .","","","Highly relevant","0.1.1. Qualified role names: placement agent","Relevant","Payments resulting from litigaiton"
